cato_7b7b647a15b89c08effcbc4adbf5691697808b5e,435,15756,1271,100778 cato_a926617e0d279fcff8e265fb666d891c320c5547,96,1521,655,2513
\n
classgraph_b9959ecebd11bfc96c1f4f75a52f56ff2d60e3ff,236,7474,4236,445920 classgraph_de4045723a5b1737deeb672427d5e82686ae286f,4,41,3553,141
\n
commons-math_5238b008798997de8581c11bb17e9ae23008bb03,4250,113292,5824,105693
\n
cronutil_786d17697ceead204034ea7151ce77cae7fa794b,4,9,1112,09 cronutil_d08a01477bed57c3b0bae12979e0d274c9a5209f,290,20050,681,1009119 cronutil_ab73142d1a909ea8e8e8d8b80f9f0157dbc9d5b3,10,146,330,1146 cronutil_dfbf4127afd2c28b6e44a76e2379be59e6137556,8,57,275,1031 cronutil_5b887f22878915363d344aadf8cc4a38d88fbe11,11,111,273,2111 cronutil_022a4f96c360f412780283552f9688e55d1ec6b0,172,2143,194,38854 cronutil_8127cb46331d77ae84c5b2594e54deaf809cb690,181,2567,195,42854
\n
druid_df7ef2fd663c7c717dc919cf298cf69af0cb56eb,7924,301634,6003,1764257 druid_98fd85140cdc9ba10879a5d797c646abe842606e,3243,78268,5658,1624300 druid_fd872b99440b6484a16338400e56a470009325a8,3805,97827,5613,11934947 druid_f10921ec8f943ec1fd7f5dda634f7b4c2a6a577e,3719,24047,5041,242181 druid_d069606a9eec0f71296d462f1d88236c1890d99f,2313,86549,4832,230140 druid_103ee3e1a3c446590d0bd61e8e29f1d0d643b7e4,307,10212,4801,55331 druid_b40dda40252e82067f540cd9eb220e8f3d80a301,1804,34149,4793,203140
\n
